,userName,content,score,at
8519,Arulmozhi Kunjitha Padam,Hw to rate when u take my hard eared money without concsious. I hate ur system.,1,3/31/2022 13:50
8520,Venus Casanova Azzahra,its easy and helpful so far tho,5,6/9/2023 7:20
8521,Jeff Ho,"When I placed near my wallet, the nfc scanned and launched Gojek . Bug",1,9/3/2020 12:38
8522,Yen Hsieng Lean,expensive trips. not worthy,1,8/7/2022 4:54
8523,Eric Lee,Fantastic response and inexpensive fares,5,7/16/2021 11:51
8524,Rita Linardi,Easy to get Very fast Convenient,5,6/6/2022 15:50
8525,*Andar* *,"It's really useful and helpful a lot, thank you Gojek",5,5/7/2022 6:10
8526,Adelene Lim,Easy to use app! Love it!,5,10/24/2022 4:16
8527,Cherry Kardashian,Felt that price should be a little cheaper .,3,5/9/2021 23:09
8528,Rega Bhatara,Helpful & easy to use application,5,7/17/2022 4:16
8529,sebastian Finger,"It's getting worse, when I try to order it says ""there's no driver and I give it 0.1 star",1,12/15/2021 11:47
8530,Sathish Sathish,Good and safe travels 😊,5,10/20/2022 15:00
8531,JR RAJEE,Thank you so much for safe drive..,5,7/20/2023 2:03
8532,LukasLukis Asik,We may say it's a reliable all around assistant,5,11/17/2020 23:26
8533,A Google user,"What's wrong with Gojek? There is always an error in my account, even I can't order gofood!",1,4/1/2020 11:17
8535,thira hedya,Sering error. Customer care jg tdk membantu.,1,10/20/2022 4:49
8536,Jonny W,Easy to use and awesome,5,10/13/2021 13:57
8537,Diggs Fadillah,It is Simple way to reach destination 👍👍👍,5,7/24/2022 8:14
8538,A Google user,Best app for online transportation,5,3/28/2020 12:16
8539,Tommy Marki,"New Mission is fun, except when u force user to use Paylater! No one wants Riba ☺",2,3/25/2021 1:44
8540,Komang Tri Darma,Great apps for cashless transaction,5,10/11/2020 13:46
8541,A Google user,Good app but need English language,5,2/29/2020 11:07
8542,CHONDRO,"I applied for GoPay Plus and was approved instantly. But when I applied for GoPayLater, after more than 5 days, it still says still being processed. I have Credit/Debit Cards with hundreds of millions credit limits. GoPayLater is only what, 3 millions? 3 millions is nothing. For some silly reason you not accepting me? This is very very insulting. Either Accept or just f-ing Cancel it. No need to play dumb ""we still processing"" excuse.",1,10/15/2021 8:48
8543,No Brain,They everything you need and easy to use,5,11/24/2021 8:06
8544,Edwardo E,Apps that can use for everyday needs,5,7/24/2022 6:05
8545,Sandi Kumara,"Good service, help a lot",5,6/1/2021 3:17
8547,Nor Azliana (Diliyana),My usual go to transport. Drivers are nice.,5,12/30/2022 13:35
8548,A Google user,Too difficult to use for first timers,1,1/26/2020 10:15
8549,Nur Mala,"I like that Aplication, Very usefull but To Using it Need expensive Fee",1,2/9/2022 11:59
8550,Huy Nguyễn Tuấn,"Bad services, promote is always unavaible when applied.",1,8/6/2020 10:50
8551,Daniel ng,😡 this not very good cannot find any drive for that I wait so long no drive for that 😤,1,7/31/2021 21:56
8552,Cath Wee,Drivers cancel at the last min. Too much!,1,9/7/2022 0:08
8554,Faishal 05,"why is there a platform fee?, Even though it doesn't affect the service at all",1,9/26/2021 4:51
8555,budiman tan,"Good apps with supprise update, so if you in urgent, tou MUST update first",2,3/9/2022 8:01
8556,Joy Me,Great apps and I like the promo. Awesome👍,5,8/17/2021 6:03
8557,Alvin,"Its hard as a kid to transfer money to each other when I don't even have a damn E-KTP , I'm 14 and I hope gopay can allow us to transfer money since we have our own needs too.",1,3/8/2021 6:05
8558,akigawa / Mr,Easy to use for transportation,4,4/29/2022 11:41
8559,Jessey Marlie,would be better if we are able to use the gopay coins for gofood,4,1/20/2022 11:40
8560,Wahyu Travel Indonesia,Good. Recommended by Wahyu Travel Indonesia,5,11/23/2020 4:16
8561,Danny Forcz,Please use protection in apk like: apk protector or string confuses or 360 jiagu for security. thanks,1,10/13/2020 3:38
8562,Nia Imut,Very very useful And reliable,5,9/7/2021 15:38
8563,Canigia navara chazka,it's hard to login on the other mobile phone,2,6/18/2021 5:34
8564,Ismaya Syafitri,"Very nice app, I can order anything",5,8/1/2022 23:48
8565,Vivi Nindita,Fast response & good service,5,5/14/2021 0:46
8566,Riani Hewidjanto,"Useful app, makes us easier getting things done",5,7/13/2022 2:25
8567,Aditya Yudistira,Lots of trouble and loading nowadays,4,5/29/2021 3:32
8568,Herry Tjong,"How can i use app gojek if keep crashing. And u still delete my review, how can i give a good star meh if u dont help me get out of this problem",2,10/29/2021 4:43
8569,One San,"If there is no star, I will put you on without star, coz 1. Gojek corrupted my money via Gopay, said (wrote) my HP not compatible anymore; 234. Slower, alias lelet, lelet, lelet. Gohell?",1,3/10/2022 23:03
8570,Eravany Widyanggari,"Great apps, useful and easy.. happy to use this apps",5,7/3/2021 0:57
8571,Koki Kosol,Useless app waste time Just want to get people to enrol membership,1,9/18/2020 15:38
8572,Darios Kasih,Help and support on many things,5,6/28/2022 4:32
8573,A Google user,"It become more and more expensive, And it's not worthed anymore",2,3/9/2020 5:50
8574,EKO PURNOMO,"Easy, Simple dan Helpful",5,5/26/2021 6:45
8575,Elvi Zuriyani,Bad!! I cant access this aplication.,1,3/15/2021 5:59
8576,Connie Yee,"Happy to take this ride, the driver r good matter. Thanks. GOJEK DRIVER.",5,7/31/2022 11:05
8577,RPM Channel,The app is lagy and it says that the server is full lately,4,3/3/2023 0:57
8579,Abdul Razak Mohsin,Super and the best app and friendly rider well done Gojek,5,2/8/2023 19:44
8580,Ayu Debora,The driver is too far away.,1,11/2/2020 1:19
8581,Dendi Juwono,What's wrong with gopulsa? I want to fill my pulsa but it always failed,5,8/29/2021 7:22
8582,Officer Liaw,"Driver is a cock.. purposely make me cancel order.. now i have to pay ""$4 Cancellation fee"" screw you..",1,12/7/2020 12:43
8583,Sri Ratny,Fast & easy..great app 👍,5,11/29/2022 12:01
8584,Ira Chiackz,fast and smooth,3,11/9/2021 22:41
8585,Firadi Zarlin,It's apps make your transport easy,5,3/16/2023 22:30
8586,A Google user,Optional Public Transportation to Choose,5,3/13/2020 20:42
8587,Chris Road Boss Quek,Useful but inconsistent pricing.,3,11/5/2022 8:40
8588,Januar Rizal,"Always Precise, always reliable",5,8/22/2022 10:29
8589,Okky Ramone,Can't log in with my android device,1,10/1/2022 3:32
8590,Bayu Yulianto,I can't login after I topup and frequently asked me pin code,5,7/27/2021 0:45
8591,Rizal Arie Wibowo,Easy to use anf very helpfull,5,8/23/2021 0:42
8592,audrey s,not a bad app. bad tracking/gps system tho,3,8/21/2020 5:32
8593,Carissa Christella Brenda,Helpful and easy to use app 😄,5,9/30/2021 10:18
8594,Ronald Beckx,"The best, thank you for fast delivery",5,7/17/2022 3:20
8595,Nguyen Dzung,"""Google play is updating..""and I cannot use the Bike-booking!",1,9/22/2020 0:14
8597,Aria Tempest-Mathers,"I do know that I am a loyal customer to that of Gojek app, and It's been like 6 years already? And never once I had any problem with the app nor did I do any violation. And then exactly just now Gojek decided to ban me randomly out of nothing :) I asked them why and they say I violate their policies and did not specify which 😡 Now I can't use any damn lovely features anymore 😭 yeah right goodluck for your app pal, looks like we'll part ways here mate 🖐🏻",1,7/11/2022 3:36
8598,Cheryl Sungahid,"easy app, all my rides were awesome😎",5,10/12/2021 4:39
8599,Bao Chau Vo Nguyen,App keeps cracking. Keep asking me to log in everytime I use.,1,3/11/2021 1:35
8600,Spoon,It gets buggier each days.,2,5/9/2022 1:05
8601,N. Ovall,Worst of all online transportation apps,1,4/11/2021 1:50
8603,M. Rizki Utama,Most relianble ride hailing and payment services,5,6/23/2022 5:37
8604,masramahy 2024,Always amaze with all this apps can do,5,1/22/2022 22:16
8605,Steven Julius,Smart apps to help ur every needs👍,5,6/2/2021 12:19
8606,Ricky Christie,"Fooled me into enabling payment with fingerprint, and there's no way to turn it off. F you Gojek. This is coming from a Sultan user.",1,4/21/2023 8:42
8607,Adie Cak Prie,Nice apps for your transportation choice,5,8/31/2022 9:03
8608,Ellena P,THERE IS NO WAY TO CANCEL ORDER EVEN YOU KLIK HELP BUTTON OR CALL CUSTOMER SERVICE.,1,5/7/2021 4:50
8609,KC Leong,"My 1st time using Gojek, it is easy and user friendly. My 1st Gojek driver is a very nice and cheerful person. Gojek will be my future transport when needed.",5,2/9/2022 0:24
8610,A Google user,"go food down, but not have function for report",1,3/12/2020 4:47
8611,Rosie M,Comfy rides with great driving. Happy to get promo vouchers. Hope Gojek will offer some attractive plans to stay competitive so can continue to ride with Gojek.,4,8/5/2021 7:28
8612,A Google user,"The promotion sometimes are scam, complaints feature are only procedures so they can escape",3,3/27/2020 5:19
8613,Eko Febri,great apps & very helpfull. Proud of it,5,9/23/2021 23:35
8614,Pawan Razdan,Reasonably priced rides as compared to Grab,5,1/28/2022 16:22
8615,fransisca dekarta,"Loading lama, bs tb2 not responding&close sndri",3,9/13/2021 8:11
8616,Rienne Suradi,Most of the drivers are superb n awesome,5,11/12/2021 13:21
8617,A Google user,It is very good and help me every where any where,5,3/1/2020 14:19
8618,Veron Lai,I reach my destination very fast and smooth,5,8/15/2022 21:08
8619,Liu Jin Liang,Very disappointed Everytimes booked already lasts minutes driver's never show up cancelled,1,6/20/2022 2:22
8620,PENI HANDAYANI,"Very usefull application.. Nice,easy to used..",5,3/9/2021 8:16
8622,Tan Yiucen,Thank you for being with me this past 3 years. Going to high school everyday with you is sooooo good.,4,12/27/2020 15:27
8623,George lui,There r no voice contact n email available to report scamming issues. My acct seem stolen to book a trip on 22 May 2022 at IMH block 2. The driver called me after he can't find the pax. I was puzzled n saw the booking image on my HP. I did not make the booking n is trying to report the incident.,2,5/22/2022 5:09
8624,Vũ Hoàng,Cannot enable location service in go food,1,9/19/2020 11:37
8625,noldy vrebani,need to improve/update location,5,7/30/2022 2:23
8626,Gusti Made Putrana,Thanks go- jek for excellent service,5,6/16/2020 14:50
8627,Joey Yeo,Generally good drivers and reasonable fares,5,5/20/2021 4:56
8628,Sitti Aisyah,"I can't order anything, it's always says that they are busy. What happened??",2,8/15/2020 5:47
8629,Yudi Noel,Complicated for login by link,1,4/24/2021 18:38
8630,Andreas Chuandry,bug runtime exception,3,6/1/2022 4:02
8631,Peter Raharja,Very helpful and simple,5,5/22/2021 13:01
8632,Andy Syahrul,🎉🆗 Good Apps..🎆..🎉🆒 Good Service...🎆🎇🎊...I 💗 Buatan Indonesia,5,5/29/2021 14:03
8633,Irzat Roni W,I have been using gojek for years especially gofood and i think gojek need to improve their service.. old gojek service was better i think 😅,2,7/28/2023 3:00
8635,Richard Persulessy,You must really put a serious consideration for the map application...,4,6/14/2021 11:13
8636,gede bagia,This Awesome .. can deliver food orders while we stay at Home,5,5/13/2021 11:35
8637,Fikri Hudi,Bad customer service without problem solving,1,1/25/2021 8:40
8638,Dapoer Namira,Good apps to make your life easier,5,7/7/2021 7:18
8639,Arvina Putri,very helpful app for daily life!,5,11/4/2020 14:51
8640,A Google user,Good service & fast 👍👍👍,5,3/10/2020 11:55
8642,dewi puspitasari,It works!! Thanks for the response,5,8/26/2021 7:40
8643,Biyan Farabi,Easy to used & helpfully,5,7/15/2020 15:24
8644,A Google user,Lack of Customer Care solution for case of renewing detais profile (Mobile No and Email),1,1/16/2020 17:04
8645,andyh234,Can't add payment method from visa,1,3/11/2023 8:43
8646,Fendy Wijaya,Many merchants and easy to use,5,6/7/2022 7:37
8647,Md Hafidz Bin Osman,Good driving smooth journey,5,7/29/2022 15:29
8648,Novi Liana,Why my gojek didnt work ? I was updated but cant reach gobox and said something went wrong.,2,3/20/2021 2:34
8650,Shi,Great with a lot of discount,5,8/5/2021 15:13
8651,Rahmat Sukiman,so many driver cancellation..should penalise them.,1,3/29/2021 11:31
8652,Jasmkoh,Got 2 free rides when I booked a trip to polyclinic to and fro. 🤗👍,5,5/28/2021 9:29
8653,isnal azis,"Thanks gojek, especily gofood. Easy apps. And helpful",5,9/26/2021 12:52
8654,lightsmor,Easy to use. Have a lot promo for you. Try it yourself,5,12/2/2021 12:04
8655,Naurah Athaya,"i found driver's bad attitude. So annoying, yelling to cust",3,4/2/2021 10:03
8656,Abeth Setiawan,Simple and clean.. and fun,5,1/12/2021 1:09
8657,Caleb Wang,The timings are inaccurate by a lot.,1,7/20/2022 13:25
8658,Ikrar AW,Can't log in. I don't even received the message for code.,1,5/4/2021 20:46
8659,Giang Huong,Dont understand you always request enable location while i already enable it??? Stupid app!!!,1,8/14/2020 10:54
8660,Farin Reggie Hananta,"Gps already active yet still ask to enabled gps, i dont understand I'm starving and ruined my day",1,2/4/2021 13:22
8662,C Gantini,The best of Indonesian App.,5,8/29/2022 10:04
8663,Syed Zain Shahab,Fast and efficient,4,12/11/2022 17:19
8664,Nana Gunner,Always great to have the service,5,7/15/2022 2:55
8665,O ken,Weekly vouchers r very good for riders,5,8/28/2021 13:54
8666,Senin Amak,Useful and easy to use.,5,9/26/2022 0:09
8667,A Google user,Simple and useful,5,2/5/2020 0:38
8668,Loka Ty,Reliable and safe,5,3/6/2021 15:12
8669,Ketut Alit Poerba Wisesa,Good and reliable application. Thanks gojek,5,3/4/2022 13:40
8670,Husni Maulana,"For newest update, i can't check History in Gopay, I've to send report to Mi analysis. Hope this will be fixed for the next update.",5,7/8/2021 13:12
8672,Uus,not gonna change the score before I get the Cashback (which I won't bcs it's scam anyway),1,4/3/2021 7:18
8673,Duc On,GPS is not accuracy,3,1/26/2022 5:47
8674,Richard Barr,Won't even let me register without an error message stopping me.,1,10/12/2022 11:16
8675,Danny Tedjawinata,Simple and easy,5,11/17/2021 1:48
8676,Thanh Quang Phạm,I used to love this app but somehow It got glitch out and cannot use it,1,1/21/2021 12:36
8677,Jireh Gn,Drivers way too far away.,3,8/17/2021 2:48
8678,Manh Tuan Nguyen,Please fix. I can't open the app anymore.,1,11/5/2020 13:37
8679,Abigail keisha,"i still remember my ex when i use this app,but so far this app help me when i need something sweet",5,6/28/2022 16:14
8680,Don Rangga,Very useful and easy,5,3/20/2023 4:08
8681,Vanaja Menon,Why does Gojek charge me cancellation charge when driver is stuck in a jam and requested for a cancellation?? Otherwise I am happy with Gojek services and normally patronise Gojek. Thanks,3,7/14/2022 5:18
8682,Vera kurniawan,"Easy for not going anywhere, I like it",4,10/2/2021 13:24
8683,ch buldozer,"Good driver on time, clean car",5,11/13/2021 9:55
8684,Stephen Kurniawan,Useful apps and easy to use,5,6/3/2021 9:09
8685,Claire Andrews,Food delivery a bit hit and miss post covid Restaurants may be closed but gojek communication akways good,4,9/6/2022 13:54
8686,Fitri Haryanti,Good service always on time,4,9/6/2021 1:10
8687,Compassion Love Healing Health,gocar very good with discount,5,10/27/2021 15:12
8688,Oh Heng Huat,"Yesterday, gojek had assigned me a trip from pasir ris block 150 pick up to 2 more destinations that is located at pasir sir block 161 and pasir ris block 427, the customer is very rude and did not pay the full amount even after scolding me. He insisted that he pay by corporate pay, and told me that if i have anything else just let her drop off anywhere.",5,2/6/2023 4:55
